[1, 0.4985659129131797, 0.4127240231416653, 0.1314092649332384, 1, 0, 3, 0.33580863682080203, 0.3446232590762336, 0.4399888351304396, 3, 2]
[1, 0.05221509345952463, 0.34116871307470464, 0.4225502487115349, 9, 2, 2, 0.42544504329445976, 0.20025419352886703, 0.007436661971081948, 5, 0]
[1, 0.13831037947567165, 0.4502824554139472, 0.07765075468233817, 4, 1, 3, 0.02932831332167979, 0.4330294581469337, 0.44854149474014554, 2, 2]
[2, 0.30163544910826035, 0.37491003003855083, 0.41523687906291556, 10, 1, 2, 0.15693354724859548, 0.013107959992220475, 0.2458976390647747, 7, 0]
[3, 0.4071474069014109, 0.32103957967466934, 0.4015793919214329, 7, 1, 2, 0.2797254675095408, 0.31024218490515965, 0.07582977479817621, 9, 1]
[3, 0.3517550614225952, 0.11735683518984319, 0.45234413988944333, 3, 0, 3, 0.3734842656604761, 0.40945771349881216, 0.49618479099507395, 3, 0]
[1, 0.3850899721690078, 0.4364370025716431, 0.26215454995289544, 5, 0, 3, 0.39850535745923243, 0.3312489757927537, 0.31900385243173857, 1, 0]
[1, 0.3636867460952318, 0.4491935025536812, 0.21352268451534268, 10, 1, 3, 0.06905063377736326, 0.10595050822086216, 0.12119027818799871, 3, 1]
[1, 0.44358229000216465, 0.2908113368173742, 0.2453237071259547, 6, 2, 3, 0.13353577119667787, 0.1277743903774919, 0.13982129813112715, 10, 0]
[3, 0.04296626419041116, 0.17412767818988312, 0.23305208388579413, 1, 0, 3, 0.2890131781001601, 0.1390690330673356, 0.3224019530721073, 7, 2]
[3, 0.24399213015554205, 0.46182819991763546, 0.2704705689851523, 10, 2, 2, 0.02720295563577374, 0.497009730669958, 0.42429928924163574, 3, 0]
[2, 0.25252606907530195, 0.3102004605677629, 0.3011492337299162, 4, 0, 1, 0.3673854546213538, 0.19638542137355297, 0.32998123225691384, 5, 1]
[2, 0.4514747974994389, 0.10953618575202911, 0.24040110296783895, 7, 2, 3, 0.14334210364658245, 0.4913662833393283, 0.13850550042000248, 10, 1]
[1, 0.23745460867957008, 0.04636705400746921, 0.3420762508769158, 6, 2, 3, 0.16604643266594304, 0.36561999111045174, 0.2652920662396924, 5, 0]
[2, 0.02327015943207128, 0.1955729068041413, 0.18277075384594577, 1, 1, 2, 0.4881057192096951, 0.261125753599901, 0.49784767693584825, 4, 0]
[1, 0.23476915177356195, 0.08603849288201587, 0.24142906479266674, 2, 1, 1, 0.2609010683910753, 0.2478302699095568, 0.3202044351245837, 8, 2]
[1, 0.1478465783088742, 0.21349295620912523, 0.047384653389727915, 3, 2, 3, 0.3432876214502949, 0.27198189522679933, 0.19961466273787098, 8, 2]
[2, 0.4909871814018924, 0.08939567795643283, 0.20707733366038866, 6, 2, 1, 0.057832817775412826, 0.2136050031418969, 0.0605561176171352, 7, 0]
