[1, 0.013408620380879255, 0.2780750897187682, 0.464243663002361, 1, 0.464243663002361, 1, 0.013408620380879255, 0.2780750897187682, 0.464243663002361, 1, 0.464243663002361]:Score: 15,14
[2, 0.13749460431804406, 0.20883969047038597, 0.2405359542094031, 1, 0.2405359542094031, 2, 0.13749460431804406, 0.20883969047038597, 0.2405359542094031, 1, 0.2405359542094031]:Score: 12,20
[2, 0.21250716594529057, 0.32663925361681667, 0.166733449711778, 1, 0.166733449711778, 2, 0.21250716594529057, 0.32663925361681667, 0.166733449711778, 1, 0.166733449711778]:Score: 15,16
[1, 0.4395845935936005, 0.13925817693459108, 0.1398417694552921, 1, 0.1398417694552921, 1, 0.4395845935936005, 0.13925817693459108, 0.1398417694552921, 1, 0.1398417694552921]:Score: 15,13
[3, 0.4277439182027629, 0.18690955452234936, 0.4220781122325406, 1, 0.4220781122325406, 3, 0.4277439182027629, 0.18690955452234936, 0.4220781122325406, 1, 0.4220781122325406]:Score: 0,0
[3, 0.29222995359228315, 0.28698606353965417, 0.2731117765736833, 1, 0.2731117765736833, 3, 0.29222995359228315, 0.28698606353965417, 0.2731117765736833, 1, 0.2731117765736833]:Score: 0,0
[1, 0.05931515996229597, 0.14459530446446894, 0.03403810405060509, 1, 0.03403810405060509, 1, 0.05931515996229597, 0.14459530446446894, 0.03403810405060509, 1, 0.03403810405060509]:Score: 17,18
[3, 0.08892272606869567, 0.408696194327775, 0.02655539291055925, 1, 0.02655539291055925, 3, 0.08892272606869567, 0.408696194327775, 0.02655539291055925, 1, 0.02655539291055925]:Score: 0,0
[3, 0.3388984911136417, 0.26395375934898524, 0.2667459919816473, 1, 0.2667459919816473, 3, 0.3388984911136417, 0.26395375934898524, 0.2667459919816473, 1, 0.2667459919816473]:Score: 0,0
[2, 0.02046879048135819, 0.1095012902193887, 0.34876935937414816, 1, 0.34876935937414816, 2, 0.02046879048135819, 0.1095012902193887, 0.34876935937414816, 1, 0.34876935937414816]:Score: 17,16
